news_outlet,tweet_date,tweet_text,username,compound,positive,negative,neutral,date
@CNN,Sun Dec 17 14:19:36 +0000 2017,"Alabama Sen.-elect Doug Jones says the ""Mueller investigation is gonna shake down the way it's gonna shake down""… https://t.co/cILeYK7ALg",CNN,-0.34,0.0,0.167,0.833,2017-12-17 14:19:36
@BBCNews,Sun Dec 17 14:16:17 +0000 2017,"RT @BBCSport: It's nearly time for #SPOTY 2017

@BBCOne, 6.45pm. Be there!

A reminder of the contenders?https://t.co/F04bVtoCt0 https://t.…",BBCNews,0.0,0.0,0.0,1.0,2017-12-17 14:16:17
@BBCNews,Sun Dec 17 14:16:17 +0000 2017,"RT @BBCSport: It's nearly time for #SPOTY 2017

@BBCOne, 6.45pm. Be there!

A reminder of the contenders?https://t.co/F04bVtoCt0 https://t.…",BBCNews,0.0,0.0,0.0,1.0,2017-12-17 14:16:17
@CNN,Sun Dec 17 14:16:14 +0000 2017,Treasury Secretary Steve Mnuchin responds to a report that the CDC was given a list of banned words and says that t… https://t.co/zLawSK8Wmr,CNN,-0.296,0.076,0.126,0.798,2017-12-17 14:16:14
@CNN,Sun Dec 17 14:15:07 +0000 2017,Climate change in the Northern Arctic is happening so quickly it's forcing NOAA and others to rewrite a data-correc… https://t.co/byM6Hxd4S5,CNN,0.0,0.0,0.0,1.0,2017-12-17 14:15:07
@CNN,Sun Dec 17 14:08:10 +0000 2017,Treasury Secretary Steve Mnuchin on the GOP tax plan: “This is the biggest single change to the tax system in fixin… https://t.co/f8FIBHuklc,CNN,0.2023,0.079,0.0,0.921,2017-12-17 14:08:10
@nytimes,Sun Dec 17 14:08:02 +0000 2017,Puerto Rico is bracing for another blow: a foreclosure epidemic that could rival what happened in Detroit https://t.co/n2h5ilVBgD,nytimes,-0.128,0.0,0.086,0.914,2017-12-17 14:08:02
@CBSNews,Sun Dec 17 14:03:06 +0000 2017,Symantec CEO on why consumers need to step up their cybersecurity https://t.co/M0IyeFlwPK https://t.co/hUC5k5mObU,CBSNews,0.0,0.0,0.0,1.0,2017-12-17 14:03:06
@CNN,Sun Dec 17 14:00:16 +0000 2017,Donald Trump won 81% of the vote in this small Kentucky town. But residents aren't waiting on Washington to fix thi… https://t.co/anf0Tgsrid,CNN,0.5719,0.15,0.0,0.85,2017-12-17 14:00:16
@nytimes,Sun Dec 17 13:58:14 +0000 2017,"RT @NYTSports: Carmelo Anthony returned to Madison Square Garden, where he got a video tribute, hugs, cheers, jeers and only 5 baskets out…",nytimes,0.743,0.249,0.0,0.751,2017-12-17 13:58:14
@CBSNews,Sun Dec 17 13:48:05 +0000 2017,2 workers crushed when house flooded by Hurricane Harvey collapses https://t.co/9lWkYe2ZY3 https://t.co/wSWZyR47M1,CBSNews,-0.6124,0.0,0.357,0.643,2017-12-17 13:48:05
@CNN,Sun Dec 17 13:45:04 +0000 2017,"The vote to roll back #netneutrality rules was slammed by tech giants like Amazon, Facebook and Netflix.

It was ap… https://t.co/MlBOYNJIEA",CNN,0.4939,0.181,0.0,0.819,2017-12-17 13:45:04
@CBSNews,Sun Dec 17 13:33:05 +0000 2017,Plan released to divide donations among Las Vegas shooting victims https://t.co/SuDbpo5ecf https://t.co/plCyo4NTjc,CBSNews,-0.3182,0.0,0.173,0.827,2017-12-17 13:33:05
@CNN,Sun Dec 17 13:30:24 +0000 2017,'The Simpsons' predicted Disney would buy Fox in an episode that aired way back in 1998 https://t.co/wm0VhNdG4E https://t.co/NEaQAwQaMK,CNN,0.0,0.0,0.0,1.0,2017-12-17 13:30:24
@nytimes,Sun Dec 17 13:30:06 +0000 2017,Kirsten Gillibrand has assumed her place at the head table of the Democrats’ anti-Trump movement https://t.co/rP0KXTe7Bd,nytimes,0.0,0.0,0.0,1.0,2017-12-17 13:30:06
@CBSNews,Sun Dec 17 13:18:08 +0000 2017,White House expects Western Wall to be part of Israel https://t.co/gceCCqQTZP https://t.co/ojEfIW9bip,CBSNews,0.0,0.0,0.0,1.0,2017-12-17 13:18:08
@BBCNews,Sun Dec 17 13:15:13 +0000 2017,Diane Abbott: Listen to CBI and NHS' on Brexit migration https://t.co/TYBpYL5gH2,BBCNews,0.0,0.0,0.0,1.0,2017-12-17 13:15:13
@BBCNews,Sun Dec 17 13:15:13 +0000 2017,Diane Abbott: Listen to CBI and NHS' on Brexit migration https://t.co/TYBpYL5gH2,BBCNews,0.0,0.0,0.0,1.0,2017-12-17 13:15:13
@CNN,Sun Dec 17 13:15:03 +0000 2017,"Their missions vary greatly: To provide loving homes for orphaned children, feed those in crisis or mend war's psyc… https://t.co/3yhQP4nwcX",CNN,0.0164,0.159,0.156,0.685,2017-12-17 13:15:03
@nytimes,Sun Dec 17 13:10:06 +0000 2017,"Hisham loved Arkansas and the mosque he founded in town. He thought about how little the vandals understood.

Abrah… https://t.co/t4fRIUl2Gb",nytimes,0.5994,0.17,0.0,0.83,2017-12-17 13:10:06
@nytimes,Sun Dec 17 13:08:08 +0000 2017,News Analysis: When Saying ‘Yes’ Is Easier Than Saying ‘No’ https://t.co/l9E0RYkk1R,nytimes,0.4215,0.219,0.0,0.781,2017-12-17 13:08:08
@CBSNews,Sun Dec 17 13:03:04 +0000 2017,Iowa mom guilty in starving death of teen who weighed 85 pounds https://t.co/kp7ycSK57M https://t.co/dV4qf3oTUr,CBSNews,-0.8591,0.0,0.463,0.537,2017-12-17 13:03:04
@CNN,Sun Dec 17 13:02:11 +0000 2017,Two paintings by Renaissance artist Raphael have been discovered at the Vatican - after being hidden for 500 years https://t.co/0Q5WAB18oX,CNN,0.0,0.0,0.0,1.0,2017-12-17 13:02:11
@nytimes,Sun Dec 17 13:00:20 +0000 2017,"""It’s authoritarian, the cult of personality. It’s saying that we’re American — and you’re not."" https://t.co/rYkFab08ZP",nytimes,0.0,0.0,0.0,1.0,2017-12-17 13:00:20
@CBSNews,Sun Dec 17 12:48:04 +0000 2017,"Texas attorney general's aide resigns after post disparaging ""pathetic"" women https://t.co/j3ane277VA https://t.co/KXksD7TCmu",CBSNews,-0.6705,0.0,0.355,0.645,2017-12-17 12:48:04
@nytimes,Sun Dec 17 12:40:07 +0000 2017,"They lost their country. Then a fire robbed them of even more.
https://t.co/tEkYlas9Za",nytimes,-0.5719,0.0,0.32,0.68,2017-12-17 12:40:07
@CBSNews,Sun Dec 17 12:33:05 +0000 2017,White House press secretary Sarah Sanders ends #PieGate https://t.co/rVOQS8kqGR https://t.co/OQoaJweqzd,CBSNews,0.0,0.0,0.0,1.0,2017-12-17 12:33:05
@nytimes,Sun Dec 17 12:30:09 +0000 2017,"The tax code has long offered rewards for buying rather than renting, an equation that the Republican bill upends https://t.co/VfcMD4F4g4",nytimes,0.4767,0.14,0.0,0.86,2017-12-17 12:30:09
@nytimes,Sun Dec 17 12:21:34 +0000 2017,La maison la plus chère du monde? Simple babiole pour un prince saoudien https://t.co/Z1A4qY9mfX,nytimes,0.0,0.0,0.0,1.0,2017-12-17 12:21:34
@CBSNews,Sun Dec 17 12:18:07 +0000 2017,"Police sergeant shot son for drinking his vodka, prosecutors say https://t.co/PNeG7ralDQ https://t.co/ldxtiSWNZl",CBSNews,0.0,0.0,0.0,1.0,2017-12-17 12:18:07
@nytimes,Sun Dec 17 12:06:49 +0000 2017,Suicide Bombers Target Pakistan Church Packed With Worshipers https://t.co/NNevzfXoTr,nytimes,-0.5574,0.142,0.336,0.522,2017-12-17 12:06:49
@BBCNews,Sun Dec 17 12:04:20 +0000 2017,Two climbers rescued from Cairngorms mountain https://t.co/jAwSxFMXjF,BBCNews,0.4215,0.318,0.0,0.682,2017-12-17 12:04:20
@CBSNews,Sun Dec 17 12:03:06 +0000 2017,Kansas congressional hopeful Andrea Ramsey drops out over 2005 harassment suit https://t.co/d3iPxBUTYj https://t.co/NgFC5Uij7g,CBSNews,-0.0516,0.185,0.197,0.618,2017-12-17 12:03:06
@BBCNews,Sun Dec 17 12:01:09 +0000 2017,Appeal over death of Commons deputy speaker's daughter https://t.co/49aUNDxGeF,BBCNews,-0.5994,0.0,0.328,0.672,2017-12-17 12:01:09
@BBCNews,Sun Dec 17 12:01:06 +0000 2017,Two PCs critically hurt after being hit by car in Brent https://t.co/TqP3Zz2396,BBCNews,-0.5267,0.0,0.236,0.764,2017-12-17 12:01:06
@CNN,Sun Dec 17 12:00:16 +0000 2017,"For the first time, eight planets have been found orbiting a distant star, Kepler-90, 2,545 light-years from Earth,… https://t.co/oI8pyj8IWb",CNN,0.0,0.0,0.0,1.0,2017-12-17 12:00:16
@nytimes,Sun Dec 17 12:00:14 +0000 2017,"In a White House where drama and chaos have been prominent, Omarosa Manigault Newman was known for contributing to… https://t.co/Nbr6Oc38Ux",nytimes,-0.34,0.1,0.161,0.739,2017-12-17 12:00:14
@BBCNews,Sun Dec 17 11:58:48 +0000 2017,RT @bbc5live: 5 live Investigates went undercover to reveal how a scheme to help problem gamblers doesn’t work https://t.co/mQhsidkVmF,BBCNews,0.0,0.132,0.132,0.735,2017-12-17 11:58:48
