news_outlet,tweet_date,tweet_text,username,compound,positive,negative,neutral,date
@FoxNews,Mon Dec 18 00:00:03 +0000 2017,"RIGHT NOW on ""Fox Report,"" @RickLeventhal talks to NYPD Commissioner @NYPDONeill - Tune in to Fox News Channel! https://t.co/1JjFzyHYzt",FoxNews,0.0,0.0,0.0,1.0,2017-12-18 00:00:03
@nytimes,Sun Dec 17 23:58:12 +0000 2017,"Remind me: Who were the good guys and bad guys in the original ""Star Wars""? https://t.co/MiRThRtYBs https://t.co/wrpVZwAiwA",nytimes,0.1779,0.229,0.154,0.617,2017-12-17 23:58:12
@nytimes,Sun Dec 17 23:58:12 +0000 2017,"Remind me: Who were the good guys and bad guys in the original ""Star Wars""? https://t.co/MiRThRtYBs https://t.co/wrpVZwAiwA",nytimes,0.1779,0.229,0.154,0.617,2017-12-17 23:58:12
@FoxNews,Sun Dec 17 23:55:39 +0000 2017,".@SenJohnMcCain returning home to Arizona after treatment, @POTUS says
https://t.co/j6QBIIa9nq",FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:55:39
@FoxNews,Sun Dec 17 23:55:02 +0000 2017,".@AlanDersh: ""Rod Rosenstein should recuse himself."" https://t.co/TSMxUMg6Jz https://t.co/ls0NX9v3Qp",FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:55:02
@CNN,Sun Dec 17 23:49:32 +0000 2017,"RT @ReliableSources: After Rupert Murdoch dismisses Fox scandals as ""all nonsense,"" former Fox News contributor @tamaraholder says the netw…",CNN,-0.4939,0.0,0.151,0.849,2017-12-17 23:49:32
@CNN,Sun Dec 17 23:49:32 +0000 2017,"RT @ReliableSources: After Rupert Murdoch dismisses Fox scandals as ""all nonsense,"" former Fox News contributor @tamaraholder says the netw…",CNN,-0.4939,0.0,0.151,0.849,2017-12-17 23:49:32
@FoxNews,Sun Dec 17 23:48:17 +0000 2017,"Putin thanks @POTUS by phone for info that thwarted terror attack, @WhiteHouse confirms https://t.co/GqVQdk3Fgd https://t.co/HT0VpD7GyV",FoxNews,-0.5719,0.135,0.353,0.512,2017-12-17 23:48:17
@nytimes,Sun Dec 17 23:47:38 +0000 2017,The share of the world's income going to the top 1 percent has shrunk since the financial crisis. Here's why that m… https://t.co/EYZ9N7dcP9,nytimes,-0.2732,0.148,0.151,0.701,2017-12-17 23:47:38
@nytimes,Sun Dec 17 23:47:38 +0000 2017,The share of the world's income going to the top 1 percent has shrunk since the financial crisis. Here's why that m… https://t.co/EYZ9N7dcP9,nytimes,-0.2732,0.148,0.151,0.701,2017-12-17 23:47:38
@FoxNews,Sun Dec 17 23:47:23 +0000 2017,Blackout grounds all Atlanta airports flights. https://t.co/Och4XslbLi #atlairport https://t.co/pDI2XPUx90,FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:47:23
@CNN,Sun Dec 17 23:45:51 +0000 2017,"""I was a healthy 33-year-old, and I'm not going to be a healthy 34-year-old."" Ady Barkan, who is battling ALS and c… https://t.co/LrshQliuSj",CNN,0.5106,0.212,0.082,0.706,2017-12-17 23:45:51
@CNN,Sun Dec 17 23:45:51 +0000 2017,"""I was a healthy 33-year-old, and I'm not going to be a healthy 34-year-old."" Ady Barkan, who is battling ALS and c… https://t.co/LrshQliuSj",CNN,0.5106,0.212,0.082,0.706,2017-12-17 23:45:51
@FoxNews,Sun Dec 17 23:45:01 +0000 2017,".@dbongino: ""If that was an email about @BarackObama in 2008, this country would've rightfully exploded.""… https://t.co/eY1GA0btCP",FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:45:01
@FoxNews,Sun Dec 17 23:42:42 +0000 2017,Do you agree with @DiamondandSilk? https://t.co/yKvmrc2epY https://t.co/1CIPsmuwMn,FoxNews,0.3612,0.294,0.0,0.706,2017-12-17 23:42:42
@FoxNews,Sun Dec 17 23:36:18 +0000 2017,U.S. markets so far this year. https://t.co/nkOpnnZKu5,FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:36:18
@FoxNews,Sun Dec 17 23:35:58 +0000 2017,"Tallying media's coverage of @POTUS - ABC, NBC, and CBS evening news coverage. https://t.co/IR1LWxj2bj",FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:35:58
@FoxNews,Sun Dec 17 23:35:31 +0000 2017,.@SenSchumer has made it clear that he vehemently opposes the GOP tax reform bill. https://t.co/OOVrsxYFtf https://t.co/Ga0jxSt0wJ,FoxNews,0.3818,0.148,0.0,0.852,2017-12-17 23:35:31
@CBSNews,Sun Dec 17 23:35:01 +0000 2017,"Tonight, @ScottPelley reports the story of an American terrorist--his long journey to redemption--and his struggle… https://t.co/mhRO8kVdgg",CBSNews,0.0,0.0,0.0,1.0,2017-12-17 23:35:01
@CBSNews,Sun Dec 17 23:35:01 +0000 2017,"Tonight, @ScottPelley reports the story of an American terrorist--his long journey to redemption--and his struggle… https://t.co/mhRO8kVdgg",CBSNews,0.0,0.0,0.0,1.0,2017-12-17 23:35:01
@FoxNews,Sun Dec 17 23:34:59 +0000 2017,".@DiamondandSilk: ""Liberals are trying to destroy this country. They want us to live in a third-world country. We d… https://t.co/9d9UVYWTCA",FoxNews,-0.4939,0.06,0.161,0.78,2017-12-17 23:34:59
@CNN,Sun Dec 17 23:33:46 +0000 2017,"He was shot and killed by Chicago police in 2014. But that’s just the beginning of this story.

Watch… https://t.co/tubtoSQQwH",CNN,-0.6705,0.0,0.191,0.809,2017-12-17 23:33:46
@CNN,Sun Dec 17 23:33:46 +0000 2017,"He was shot and killed by Chicago police in 2014. But that’s just the beginning of this story.

Watch… https://t.co/tubtoSQQwH",CNN,-0.6705,0.0,0.191,0.809,2017-12-17 23:33:46
@FoxNews,Sun Dec 17 23:32:47 +0000 2017,"Putin thanks Trump by phone for info that thwarted terror attack, WH confirms https://t.co/bbp0zUMv2Z",FoxNews,-0.5719,0.141,0.371,0.488,2017-12-17 23:32:47
@FoxNews,Sun Dec 17 23:32:38 +0000 2017,".@GaryKaltbaum: ""The bottom line is most people will get some sort of tax cut."" https://t.co/WpRZDPvWZN",FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:32:38
@FoxNews,Sun Dec 17 23:32:07 +0000 2017,.@THEHermanCain: GOP Tax Plan Not '9-9-9' But Still 'Fine-Fine-Fine' https://t.co/Dp3xSkB0Vo https://t.co/aiFZCiE1bT,FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:32:07
@FoxNews,Sun Dec 17 23:31:42 +0000 2017,.@POTUS has used his weekly address to once more call for big changes in U.S. immigration policy. https://t.co/415NqHmWNW,FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:31:42
@nytimes,Sun Dec 17 23:30:04 +0000 2017,President Trump hopes to sign a tax bill that would deliver its largest benefits to corporations and the wealthiest… https://t.co/Pvujgi1RbK,nytimes,0.6597,0.241,0.0,0.759,2017-12-17 23:30:04
@nytimes,Sun Dec 17 23:30:04 +0000 2017,President Trump hopes to sign a tax bill that would deliver its largest benefits to corporations and the wealthiest… https://t.co/Pvujgi1RbK,nytimes,0.6597,0.241,0.0,0.759,2017-12-17 23:30:04
@FoxNews,Sun Dec 17 23:29:38 +0000 2017,".@JudgeJeanine: ""Members of the @FBI &amp; @TheJusticeDept—some of whom actually ended up on Bob Mueller's team to pros… https://t.co/3t52YFFUE8",FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:29:38
@FoxNews,Sun Dec 17 23:26:37 +0000 2017,"In an interview today, @BernieSanders called the GOP tax reform plan ""grossly unfair."" https://t.co/fMDkBrPbrS https://t.co/S9HFWWjPKk",FoxNews,-0.2263,0.0,0.119,0.881,2017-12-17 23:26:37
@FoxNews,Sun Dec 17 23:26:37 +0000 2017,"In an interview today, @BernieSanders called the GOP tax reform plan ""grossly unfair."" https://t.co/fMDkBrPbrS https://t.co/S9HFWWjPKk",FoxNews,-0.2263,0.0,0.119,0.881,2017-12-17 23:26:37
@FoxNews,Sun Dec 17 23:25:16 +0000 2017,"RT @FoxBusiness: .@SenJohnKennedy on Mueller team politics: ""It makes you wonder, are there others. And it concerns me."" https://t.co/Eygpw…",FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:25:16
@FoxNews,Sun Dec 17 23:25:12 +0000 2017,RT @FoxBusiness: GOP tax reform bill may help us build more restaurants: White Castle vice president https://t.co/mweYolaTkW,FoxNews,0.4019,0.144,0.0,0.856,2017-12-17 23:25:12
@FoxNews,Sun Dec 17 23:25:07 +0000 2017,"RT @FoxBusiness: .@RepKristiNoem: ""Most of the folks who work at the @FBI do it honorably and I thank them for their service... If there is…",FoxNews,0.7096,0.211,0.0,0.789,2017-12-17 23:25:07
@FoxNews,Sun Dec 17 23:25:03 +0000 2017,"RT @FoxBusiness: .@GovMikeHuckabee on White House press and @PressSec: ""Some of them are openly hostile to her, who clearly don't like her.…",FoxNews,-0.2523,0.102,0.178,0.719,2017-12-17 23:25:03
@FoxNews,Sun Dec 17 23:24:55 +0000 2017,RT @FoxBusiness: Ford to move autonomous vehicle business to Detroit https://t.co/sQJrPMjTeh,FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:24:55
@FoxNews,Sun Dec 17 23:24:24 +0000 2017,".@jessebwatters: ""It's like the @FBI had Michael Moore investigating the President of the United States."" https://t.co/pjRxrMCAjI",FoxNews,0.6486,0.275,0.0,0.725,2017-12-17 23:24:24
@FoxNews,Sun Dec 17 23:20:32 +0000 2017,"TOMORROW on ""Tucker Carlson Tonight,"" @TuckerCarlson talks to @tavissmiley - Tune in at 8p ET on Fox News Channel. https://t.co/ZSYyHfrRao",FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:20:32
@FoxNews,Sun Dec 17 23:18:52 +0000 2017,Blackout grounds all Atlanta airports flights; @Claire_FOX5 has the latest. https://t.co/Och4XslbLi  #atlairport https://t.co/UJ9bSjeoT5,FoxNews,0.0,0.0,0.0,1.0,2017-12-17 23:18:52
@FoxNews,Sun Dec 17 23:15:14 +0000 2017,Palestinian protesters set fire to pictures of Pence in Bethlehem https://t.co/nPcwJ2RJtW,FoxNews,-0.5106,0.0,0.323,0.677,2017-12-17 23:15:14
@nytimes,Sun Dec 17 23:15:07 +0000 2017,"Female employees at the Peninsula Beverly Hills, Harvey Weinstein’s de facto headquarters, say the hotel deferred t… https://t.co/ws1tDOBgCf",nytimes,0.0,0.0,0.0,1.0,2017-12-17 23:15:07
@nytimes,Sun Dec 17 23:15:07 +0000 2017,"Female employees at the Peninsula Beverly Hills, Harvey Weinstein’s de facto headquarters, say the hotel deferred t… https://t.co/ws1tDOBgCf",nytimes,0.0,0.0,0.0,1.0,2017-12-17 23:15:07
@CNN,Sun Dec 17 23:15:06 +0000 2017,Here's what people are saying about the GOP tax bill https://t.co/gV0swFfgh4 https://t.co/1iUYpXXgyt,CNN,0.0,0.0,0.0,1.0,2017-12-17 23:15:06
@CNN,Sun Dec 17 23:15:06 +0000 2017,Here's what people are saying about the GOP tax bill https://t.co/gV0swFfgh4 https://t.co/1iUYpXXgyt,CNN,0.0,0.0,0.0,1.0,2017-12-17 23:15:06
@CBSNews,Sun Dec 17 23:10:01 +0000 2017,A ghoulish holiday tradition outside of Cincinnati will soon come to a close after an Ohio man said he won't put up… https://t.co/LXhc5XBAik,CBSNews,0.4019,0.119,0.0,0.881,2017-12-17 23:10:01
@CBSNews,Sun Dec 17 23:10:01 +0000 2017,A ghoulish holiday tradition outside of Cincinnati will soon come to a close after an Ohio man said he won't put up… https://t.co/LXhc5XBAik,CBSNews,0.4019,0.119,0.0,0.881,2017-12-17 23:10:01
@FoxNews,Sun Dec 17 23:07:17 +0000 2017,"On @foxandfriends, @CortesSteve criticized Democratic resistance to the GOP tax plan. https://t.co/fMDkBrPbrS https://t.co/8cM4m7YyNP",FoxNews,-0.3612,0.0,0.172,0.828,2017-12-17 23:07:17
@CNN,Sun Dec 17 23:00:29 +0000 2017,"Missing Korean War soldier given proper burial, 66 years later https://t.co/6rpPGA1ZBn https://t.co/LgxvsQwgii",CNN,-0.7269,0.0,0.379,0.621,2017-12-17 23:00:29
@CNN,Sun Dec 17 23:00:29 +0000 2017,"Missing Korean War soldier given proper burial, 66 years later https://t.co/6rpPGA1ZBn https://t.co/LgxvsQwgii",CNN,-0.7269,0.0,0.379,0.621,2017-12-17 23:00:29
@FoxNews,Sun Dec 17 23:00:22 +0000 2017,"Suicide bombers attack Pakistan church, killing at least 9, officials say https://t.co/qZUh0PiKuZ",FoxNews,-0.9186,0.0,0.571,0.429,2017-12-17 23:00:22
@nytimes,Sun Dec 17 23:00:13 +0000 2017,"Minnie Driver, who once dated Matt Damon, said: “I honestly think that until we get on the same page, you can’t tel… https://t.co/vaDos1EtCv",nytimes,0.4588,0.12,0.0,0.88,2017-12-17 23:00:13
@nytimes,Sun Dec 17 23:00:13 +0000 2017,"Minnie Driver, who once dated Matt Damon, said: “I honestly think that until we get on the same page, you can’t tel… https://t.co/vaDos1EtCv",nytimes,0.4588,0.12,0.0,0.88,2017-12-17 23:00:13
@CBSNews,Sun Dec 17 22:55:01 +0000 2017,"Tonight, a new front of @60Minutes’ joint investigation with @washingtonpost into Congress’ interference with the D… https://t.co/4lYjvFYUUC",CBSNews,0.0,0.0,0.0,1.0,2017-12-17 22:55:01
@CBSNews,Sun Dec 17 22:55:01 +0000 2017,"Tonight, a new front of @60Minutes’ joint investigation with @washingtonpost into Congress’ interference with the D… https://t.co/4lYjvFYUUC",CBSNews,0.0,0.0,0.0,1.0,2017-12-17 22:55:01
@FoxNews,Sun Dec 17 22:53:13 +0000 2017,"Rose McGowan slams Meryl Streep, others ahead of Golden Globes protest
https://t.co/Kxgw71UAa2",FoxNews,-0.25,0.0,0.154,0.846,2017-12-17 22:53:13
@FoxNews,Sun Dec 17 22:50:35 +0000 2017,NBC silent on whether MSNBC's Chris Matthews could face other sexual harassment accusations https://t.co/bTIQgAgcbo,FoxNews,-0.7003,0.0,0.326,0.674,2017-12-17 22:50:35
@CNN,Sun Dec 17 22:46:53 +0000 2017,Two paintings by Renaissance artist Raphael have been discovered at the Vatican — after being hidden for 500 years… https://t.co/or7SPrDujj,CNN,0.0,0.0,0.0,1.0,2017-12-17 22:46:53
@CNN,Sun Dec 17 22:46:53 +0000 2017,Two paintings by Renaissance artist Raphael have been discovered at the Vatican — after being hidden for 500 years… https://t.co/or7SPrDujj,CNN,0.0,0.0,0.0,1.0,2017-12-17 22:46:53
@CBSNews,Sun Dec 17 22:45:31 +0000 2017,Thousands of passengers were stranded and flights were grounded or delayed as a power outage crippled Atlanta's Har… https://t.co/LKCiG9Yjy4,CBSNews,-0.2263,0.0,0.101,0.899,2017-12-17 22:45:31
@CBSNews,Sun Dec 17 22:45:31 +0000 2017,Thousands of passengers were stranded and flights were grounded or delayed as a power outage crippled Atlanta's Har… https://t.co/LKCiG9Yjy4,CBSNews,-0.2263,0.0,0.101,0.899,2017-12-17 22:45:31
@nytimes,Sun Dec 17 22:45:08 +0000 2017,Want to know how the tax bill will affect you? Answer these questions to find out. https://t.co/f231VKXqq2,nytimes,0.0772,0.075,0.0,0.925,2017-12-17 22:45:08
@nytimes,Sun Dec 17 22:45:08 +0000 2017,Want to know how the tax bill will affect you? Answer these questions to find out. https://t.co/f231VKXqq2,nytimes,0.0772,0.075,0.0,0.925,2017-12-17 22:45:08
@FoxNews,Sun Dec 17 22:39:01 +0000 2017,"TONIGHT: Fox News looks back at the murder case that gripped the nation. Tune in to ""Interview With a Monster: The… https://t.co/YPFCs5n6me",FoxNews,-0.6908,0.0,0.19,0.81,2017-12-17 22:39:01
@CBSNews,Sun Dec 17 22:35:29 +0000 2017,President Trump said Sunday he is not considering firing Special Counsel Robert Mueller in the wake of calls from s… https://t.co/LejoONKxWA,CBSNews,-0.0572,0.087,0.097,0.816,2017-12-17 22:35:29
@CBSNews,Sun Dec 17 22:35:29 +0000 2017,President Trump said Sunday he is not considering firing Special Counsel Robert Mueller in the wake of calls from s… https://t.co/LejoONKxWA,CBSNews,-0.0572,0.087,0.097,0.816,2017-12-17 22:35:29
@FoxNews,Sun Dec 17 22:34:25 +0000 2017,"On Twitter, former Attorney General @EricHolder called the firing of Special Counsel Robert Mueller an ""absolute re… https://t.co/k0ba0qr5nB",FoxNews,0.0772,0.128,0.114,0.758,2017-12-17 22:34:25
@FoxNews,Sun Dec 17 22:33:00 +0000 2017,"Texas man admits to beheading wife in front of children, storing head in freezer https://t.co/Ur3kHCUAT4",FoxNews,0.296,0.136,0.0,0.864,2017-12-17 22:33:00
@FoxNews,Sun Dec 17 22:31:25 +0000 2017,"Power outage at Atlanta airport causes 'pandemonium,' grounds flights https://t.co/Och4XslbLi https://t.co/VX5lnpZMFQ",FoxNews,0.0,0.0,0.0,1.0,2017-12-17 22:31:25
@CNN,Sun Dec 17 22:30:12 +0000 2017,Philippines' President Duterte says he'll protect the rights of the LGBT community during his presidency… https://t.co/zKorSpq74T,CNN,0.3818,0.148,0.0,0.852,2017-12-17 22:30:12
@CNN,Sun Dec 17 22:30:12 +0000 2017,Philippines' President Duterte says he'll protect the rights of the LGBT community during his presidency… https://t.co/zKorSpq74T,CNN,0.3818,0.148,0.0,0.852,2017-12-17 22:30:12
@nytimes,Sun Dec 17 22:30:10 +0000 2017,The Carolina Panthers’ owner has been accused of what the team is calling “workplace misconduct” https://t.co/4NkjmHM9M3,nytimes,-0.296,0.0,0.128,0.872,2017-12-17 22:30:10
@nytimes,Sun Dec 17 22:30:10 +0000 2017,The Carolina Panthers’ owner has been accused of what the team is calling “workplace misconduct” https://t.co/4NkjmHM9M3,nytimes,-0.296,0.0,0.128,0.872,2017-12-17 22:30:10
@FoxNews,Sun Dec 17 22:28:00 +0000 2017,"Millionaire heir found guilty of murdering ex-girlfriend, burning her body in an incinerator called 'the eliminator… https://t.co/tULYZm4tcL",FoxNews,-0.7964,0.0,0.321,0.679,2017-12-17 22:28:00
@CBSNews,Sun Dec 17 22:25:01 +0000 2017,"'This the season for Christmas decorations and ornaments, and @CBSSunday checks out how the White House is celebrat… https://t.co/YLkTQRhrnd",CBSNews,0.0,0.0,0.0,1.0,2017-12-17 22:25:01
@CBSNews,Sun Dec 17 22:25:01 +0000 2017,"'This the season for Christmas decorations and ornaments, and @CBSSunday checks out how the White House is celebrat… https://t.co/YLkTQRhrnd",CBSNews,0.0,0.0,0.0,1.0,2017-12-17 22:25:01
@FoxNews,Sun Dec 17 22:24:14 +0000 2017,".@RepTimRyan: ""We need that trillion dollar infrastructure bill that the president promised."" https://t.co/Ml9MjTAJnF",FoxNews,0.0,0.0,0.0,1.0,2017-12-17 22:24:14
@CNN,Sun Dec 17 22:20:11 +0000 2017,JUST IN: President Trump says he is not considering firing special counsel Robert Mueller https://t.co/5PuWU0Npi8,CNN,-0.0572,0.118,0.131,0.752,2017-12-17 22:20:11
@CNN,Sun Dec 17 22:20:11 +0000 2017,JUST IN: President Trump says he is not considering firing special counsel Robert Mueller https://t.co/5PuWU0Npi8,CNN,-0.0572,0.118,0.131,0.752,2017-12-17 22:20:11
@BBCNews,Sun Dec 17 22:18:02 +0000 2017,The Apprentice: Lord Sugar surprises viewers with result of final https://t.co/CYCzifRoip,BBCNews,0.2263,0.16,0.0,0.84,2017-12-17 22:18:02
@BBCNews,Sun Dec 17 22:18:02 +0000 2017,The Apprentice: Lord Sugar surprises viewers with result of final https://t.co/CYCzifRoip,BBCNews,0.2263,0.16,0.0,0.84,2017-12-17 22:18:02
@CBSNews,Sun Dec 17 22:17:28 +0000 2017,"@CBSNews ""John will come back if we need his vote. He's going through a very tough time,"" Pres. Trump on Senator Mc… https://t.co/4wmirJRmux",CBSNews,-0.2006,0.0,0.079,0.921,2017-12-17 22:17:28
@CBSNews,Sun Dec 17 22:17:28 +0000 2017,"@CBSNews ""John will come back if we need his vote. He's going through a very tough time,"" Pres. Trump on Senator Mc… https://t.co/4wmirJRmux",CBSNews,-0.2006,0.0,0.079,0.921,2017-12-17 22:17:28
@nytimes,Sun Dec 17 22:15:19 +0000 2017,"Safety, sexism and shifting tastes are shaping the women's shoe market https://t.co/yeK1XVD2F1 https://t.co/SrDhshhDeL",nytimes,0.4215,0.189,0.0,0.811,2017-12-17 22:15:19
@nytimes,Sun Dec 17 22:15:19 +0000 2017,"Safety, sexism and shifting tastes are shaping the women's shoe market https://t.co/yeK1XVD2F1 https://t.co/SrDhshhDeL",nytimes,0.4215,0.189,0.0,0.811,2017-12-17 22:15:19
@nytimes,Sun Dec 17 22:15:19 +0000 2017,"Safety, sexism and shifting tastes are shaping the women's shoe market https://t.co/yeK1XVD2F1 https://t.co/SrDhshhDeL",nytimes,0.4215,0.189,0.0,0.811,2017-12-17 22:15:19
@CNN,Sun Dec 17 22:15:06 +0000 2017,Mexican journalist in US detention says his life is in danger if he's deported https://t.co/uCLfmpUBTE https://t.co/xwwx6YAwaS,CNN,-0.7096,0.0,0.296,0.704,2017-12-17 22:15:06
@CNN,Sun Dec 17 22:15:06 +0000 2017,Mexican journalist in US detention says his life is in danger if he's deported https://t.co/uCLfmpUBTE https://t.co/xwwx6YAwaS,CNN,-0.7096,0.0,0.296,0.704,2017-12-17 22:15:06
@CBSNews,Sun Dec 17 22:15:01 +0000 2017,"@CBSNews Pres. Trump says he ""will not"" fire Robert Muller https://t.co/eoK12i0kO7",CBSNews,0.2584,0.169,0.0,0.831,2017-12-17 22:15:01
@CBSNews,Sun Dec 17 22:15:01 +0000 2017,"@CBSNews Pres. Trump says he ""will not"" fire Robert Muller https://t.co/eoK12i0kO7",CBSNews,0.2584,0.169,0.0,0.831,2017-12-17 22:15:01
@CBSNews,Sun Dec 17 22:05:29 +0000 2017,MOMENTS AGO: Pres. Trump responds to reports that Special Counsel Robert Muller obtained Trump transition team emai… https://t.co/eGkAk5hF2n,CBSNews,0.4019,0.137,0.0,0.863,2017-12-17 22:05:29
@CBSNews,Sun Dec 17 22:05:29 +0000 2017,MOMENTS AGO: Pres. Trump responds to reports that Special Counsel Robert Muller obtained Trump transition team emai… https://t.co/eGkAk5hF2n,CBSNews,0.4019,0.137,0.0,0.863,2017-12-17 22:05:29
@CBSNews,Sun Dec 17 22:05:01 +0000 2017,The door is closing on the era that protected powerful men in Washington - and based on the number of women running… https://t.co/56NtBQhBXS,CBSNews,0.7184,0.269,0.0,0.731,2017-12-17 22:05:01
@CNN,Sun Dec 17 22:00:24 +0000 2017,Australian police have arrested a man they say acted as a North Korean economic agent https://t.co/Lh6C1F7pcL https://t.co/FbJA4kVUXp,CNN,-0.4767,0.0,0.181,0.819,2017-12-17 22:00:24
@CNN,Sun Dec 17 22:00:24 +0000 2017,Australian police have arrested a man they say acted as a North Korean economic agent https://t.co/Lh6C1F7pcL https://t.co/FbJA4kVUXp,CNN,-0.4767,0.0,0.181,0.819,2017-12-17 22:00:24
@nytimes,Sun Dec 17 22:00:22 +0000 2017,"Walk through Cook County Jail in Chicago, which is being described as a model facility after a reform effort… https://t.co/5PGWS8ZNVE",nytimes,0.0,0.0,0.0,1.0,2017-12-17 22:00:22
@CBSNews,Sun Dec 17 21:53:28 +0000 2017,"After spending several days in the hospital, Sen. John McCain is returning to Arizona, and will miss the vote on th… https://t.co/tSadSv4CIE",CBSNews,-0.1531,0.0,0.071,0.929,2017-12-17 21:53:28
@CNN,Sun Dec 17 21:47:56 +0000 2017,"Former Fox News contributor says network founder Rupert Murdoch ""ruined my life"" https://t.co/lvw742daBX",CNN,-0.4767,0.0,0.205,0.795,2017-12-17 21:47:56
@CNN,Sun Dec 17 21:47:56 +0000 2017,"Former Fox News contributor says network founder Rupert Murdoch ""ruined my life"" https://t.co/lvw742daBX",CNN,-0.4767,0.0,0.205,0.795,2017-12-17 21:47:56
@nytimes,Sun Dec 17 21:45:06 +0000 2017,These devotees — they call themselves “Potheads” — use their Instant Pots for virtually every kitchen task imaginab… https://t.co/DJhLnQ6QuZ,nytimes,0.128,0.086,0.0,0.914,2017-12-17 21:45:06
@BBCNews,Sun Dec 17 21:32:20 +0000 2017,"BBC Sports Personality of the Year 2017: World 10,000m champion Mo Farah wins https://t.co/sfNt6XmHmu",BBCNews,0.8225,0.388,0.0,0.612,2017-12-17 21:32:20
@BBCNews,Sun Dec 17 21:32:20 +0000 2017,"BBC Sports Personality of the Year 2017: World 10,000m champion Mo Farah wins https://t.co/sfNt6XmHmu",BBCNews,0.8225,0.388,0.0,0.612,2017-12-17 21:32:20
@nytimes,Sun Dec 17 21:30:09 +0000 2017,"Researchers believe that Instagram, which has 800 million monthly users, is spreading disinformation and propaganda https://t.co/9vhs3oyU4J",nytimes,-0.25,0.0,0.118,0.882,2017-12-17 21:30:09
@CNN,Sun Dec 17 21:30:04 +0000 2017,Republican Sen. John McCain is returning to Arizona to continue recovering from chemotherapy and will miss the tax… https://t.co/elcnOKY9v5,CNN,-0.1531,0.0,0.082,0.918,2017-12-17 21:30:04
@CBSNews,Sun Dec 17 21:25:01 +0000 2017,Texas restaurant slammed for sign with blackface caricature https://t.co/ZWfV52XZAA https://t.co/MBhyuyTG02,CBSNews,0.0,0.0,0.0,1.0,2017-12-17 21:25:01
@nytimes,Sun Dec 17 21:15:07 +0000 2017,"Zendaya on her nearly 46 million Instagram followers: “I have millions of people who look to me for guidance, and I… https://t.co/4k4xRBnUwi",nytimes,0.0,0.0,0.0,1.0,2017-12-17 21:15:07
@CNN,Sun Dec 17 21:15:06 +0000 2017,Russian President Vladimir Putin thanks President Trump for the CIA's help in stopping terror attacks… https://t.co/wYSRPUiYQR,CNN,0.1531,0.248,0.221,0.531,2017-12-17 21:15:06
@BBCNews,Sun Dec 17 21:06:29 +0000 2017,"RT @BBCSport: He won his third consecutive 10,000m gold at the World Championships and silver in the 5,000m.

Mo Farah has been named BBC S…",BBCNews,0.7845,0.231,0.0,0.769,2017-12-17 21:06:29
@BBCNews,Sun Dec 17 21:06:29 +0000 2017,"RT @BBCSport: He won his third consecutive 10,000m gold at the World Championships and silver in the 5,000m.

Mo Farah has been named BBC S…",BBCNews,0.7845,0.231,0.0,0.769,2017-12-17 21:06:29
@CBSNews,Sun Dec 17 21:05:02 +0000 2017,"A power outage grounded flights Sunday at Atlanta's Hartsfield-Jackson Airport, leaving thousands of passengers sit… https://t.co/WGdZwm7aSG",CBSNews,0.0,0.0,0.0,1.0,2017-12-17 21:05:02
@nytimes,Sun Dec 17 21:02:42 +0000 2017,RT @UpshotNYT: Here's a way to figure out what will happen with your taxes. https://t.co/8NGez1m2x0 https://t.co/NIWVX2hBpF,nytimes,0.0,0.0,0.0,1.0,2017-12-17 21:02:42
@nytimes,Sun Dec 17 21:00:11 +0000 2017,Netflix and Spotify have turned their users’ habits into marketing campaigns to the delight of some. But not everyo… https://t.co/gAv0bj5nmU,nytimes,0.5994,0.17,0.0,0.83,2017-12-17 21:00:11
@CNN,Sun Dec 17 21:00:11 +0000 2017,"President Trump and his allies are trying to destroy special counsel Robert Mueller, writes Julian Zelizer for… https://t.co/uJulQ9sRNb",CNN,-0.2023,0.122,0.158,0.721,2017-12-17 21:00:11
@CNN,Sun Dec 17 20:45:05 +0000 2017,Take a look at the week in politics https://t.co/5QQjAolOrg https://t.co/MqDrNXQsYW,CNN,0.0,0.0,0.0,1.0,2017-12-17 20:45:05
@nytimes,Sun Dec 17 20:45:05 +0000 2017,Kit Harington stars in HBO’s “Gunpowder” as an ancestor who plotted to kill an actual king https://t.co/bj7b2P84Pq,nytimes,-0.6908,0.0,0.227,0.773,2017-12-17 20:45:05
@CBSNews,Sun Dec 17 20:45:01 +0000 2017,"""Star Wars: The Last Jedi"" opens with $220 million, landing the second-best opening of all time… https://t.co/hZ1UiFRLS7",CBSNews,-0.5574,0.0,0.184,0.816,2017-12-17 20:45:01
